2026-04-09 20:04:56,461 | Qustionaire | user_id=None | request_id=eb938046-b346-46e7-9a9f-97092153a34a | [INFO] | [main.py- 88] | 新用户 ggg 进行注册
2026-04-09 22:24:25,175 | Qustionaire | user_id=ggg | request_id=a79c9bfc-0702-4072-b08c-6f996cfd9d7d | [INFO] | [main.py- 118] | 新用户 ggg 注册成功! 机构：HBUT 部门：心超 职称：医学生 经验：1
2026-04-09 22:25:17,905 | Qustionaire | user_id=ggg | request_id=88a22eac-b44c-4fa8-9293-18885c5a17f7 | [INFO] | [main.py- 156] | 请求用户ggg页面1的数据
2026-04-09 22:25:17,910 | Qustionaire | user_id=ggg | request_id=88a22eac-b44c-4fa8-9293-18885c5a17f7 | [INFO] | [main.py- 158] | 页面1的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [0, 1, 2], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 0, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:27:32,639 | Qustionaire | user_id=ggg | request_id=1397e0a7-de2a-4a90-8350-57ff43a0718e | [INFO] | [main.py- 92] | 新用户 Wenjin Gao 进行注册
2026-04-09 22:27:32,640 | Qustionaire | user_id=ggg | request_id=1397e0a7-de2a-4a90-8350-57ff43a0718e | [INFO] | [main.py- 115] | 信息未保存，新用户 Wenjin Gao 注册失败! 
2026-04-09 22:28:05,292 | Qustionaire | user_id=ggg | request_id=0e77c792-2048-4f17-858a-494eeefe5d04 | [INFO] | [main.py- 129] | 用户 Wenjin Gao 进行登录
2026-04-09 22:28:05,293 | Qustionaire | user_id=ggg | request_id=0e77c792-2048-4f17-858a-494eeefe5d04 | [INFO] | [main.py- 139] | 用户 Wenjin Gao 登录成功
2026-04-09 22:28:05,299 | Qustionaire | user_id=Wenjin Gao | request_id=8dbb3413-efa9-4ac5-b571-c1de3ce34aa5 | [WARNING] | [tools.py- 26] | 检测到异常: [Errno 2] No such file or directory: './uploads/records.json'。函数get_num_pages正在进行第 1 次重试...
2026-04-09 22:28:05,500 | Qustionaire | user_id=Wenjin Gao | request_id=8dbb3413-efa9-4ac5-b571-c1de3ce34aa5 | [WARNING] | [tools.py- 26] | 检测到异常: [Errno 2] No such file or directory: './uploads/records.json'。函数get_num_pages正在进行第 2 次重试...
2026-04-09 22:28:05,704 | Qustionaire | user_id=Wenjin Gao | request_id=8dbb3413-efa9-4ac5-b571-c1de3ce34aa5 | [ERROR] | [tools.py- 23] | 函数get_num_pages达到最大重试次数 (3)，最后一次错误: [Errno 2] No such file or directory: './uploads/records.json'
2026-04-09 22:37:16,395 | Qustionaire | user_id=Wenjin Gao | request_id=13cb59b9-9ecd-4f84-ac31-fe711ad7ea40 | [INFO] | [main.py- 92] | 新用户 Wenjin Gao 进行注册
2026-04-09 22:37:16,397 | Qustionaire | user_id=Wenjin Gao | request_id=13cb59b9-9ecd-4f84-ac31-fe711ad7ea40 | [INFO] | [main.py- 115] | 信息未保存，新用户 Wenjin Gao 注册失败! 
2026-04-09 22:39:47,380 | Qustionaire | user_id=Wenjin Gao | request_id=b7888f7a-ca68-4f5b-b6f9-d3ca2a5c6053 | [INFO] | [main.py- 92] | 新用户 Wenjin Gao 进行注册
2026-04-09 22:39:47,384 | Qustionaire | user_id=Wenjin Gao | request_id=b7888f7a-ca68-4f5b-b6f9-d3ca2a5c6053 | [INFO] | [main.py- 118] | 新用户 Wenjin Gao 注册成功! 机构：HBUT 部门：心超 职称：医学生 经验：0
2026-04-09 22:39:47,586 | Qustionaire | user_id=Wenjin Gao | request_id=4244642f-a5d3-43f5-8845-0cdbc44cabc2 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面1的数据
2026-04-09 22:39:47,590 | Qustionaire | user_id=Wenjin Gao | request_id=4244642f-a5d3-43f5-8845-0cdbc44cabc2 | [INFO] | [main.py- 158] | 页面1的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [0, 1, 2, 3, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 0, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:40:25,390 | Qustionaire | user_id=Wenjin Gao | request_id=079f47fe-5bef-4d31-9c84-43f1704d5f66 | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面1的数据: {'confidence': '低信心'}
2026-04-09 22:40:25,413 | Qustionaire | user_id=Wenjin Gao | request_id=eecca5c5-47ee-4c1a-bc28-2c7ffc168674 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面1的时间: 59569
2026-04-09 22:40:25,444 | Qustionaire | user_id=Wenjin Gao | request_id=37effb97-b503-4893-95ea-3ac10564a6a9 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面1的时间: 59570
2026-04-09 22:40:25,624 | Qustionaire | user_id=Wenjin Gao | request_id=933e8734-7c9d-4e9b-874a-86a3de1a3b87 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面2的数据
2026-04-09 22:40:25,625 | Qustionaire | user_id=Wenjin Gao | request_id=933e8734-7c9d-4e9b-874a-86a3de1a3b87 | [INFO] | [main.py- 158] | 页面2的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [0, 1, 2, 3, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 0, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:40:34,260 | Qustionaire | user_id=Wenjin Gao | request_id=fbfd98cf-07a9-4eef-ae70-38440b5aacfd | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面2的时间: 4398
2026-04-09 22:40:34,283 | Qustionaire | user_id=Wenjin Gao | request_id=bb9b0b02-ff74-4b43-ba17-6f12a73d54f2 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面2的时间: 4399
2026-04-09 22:40:34,448 | Qustionaire | user_id=Wenjin Gao | request_id=842867f3-8455-4a1f-8c73-0569c6881421 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面1的数据
2026-04-09 22:40:34,449 | Qustionaire | user_id=Wenjin Gao | request_id=842867f3-8455-4a1f-8c73-0569c6881421 | [INFO] | [main.py- 158] | 页面1的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [0, 1, 2, 3, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '低信心', 'during_time': 59570, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:40:57,375 | Qustionaire | user_id=Wenjin Gao | request_id=10c1f83b-3a66-4407-ad3f-d5bcf15c28e1 | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面1的数据: {'回声强度': '无回声', '形状规则': '椭圆形', '纵横比例': '小于1', '边界特征': '清晰', 'diagnosis_result': '0级', 'confidence': '低信心'}
2026-04-09 22:40:57,404 | Qustionaire | user_id=Wenjin Gao | request_id=15c5a230-171c-4c5d-b5c4-75fe8576cc45 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面1的时间: 82422
2026-04-09 22:40:57,428 | Qustionaire | user_id=Wenjin Gao | request_id=7b481bcd-de38-49ac-85b0-d9a96f639e00 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面1的时间: 82423
2026-04-09 22:40:57,590 | Qustionaire | user_id=Wenjin Gao | request_id=15454bf3-f6dc-495d-87a9-d1f467309d95 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面2的数据
2026-04-09 22:40:57,594 | Qustionaire | user_id=Wenjin Gao | request_id=15454bf3-f6dc-495d-87a9-d1f467309d95 | [INFO] | [main.py- 158] | 页面2的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [1, 2, 3, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 4399, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:41:18,461 | Qustionaire | user_id=Wenjin Gao | request_id=c90cb2bd-659a-47f5-8c0c-5493485f1e6b | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面2的数据: {'回声强度': '不均匀回声', '形状规则': '不规则形', '纵横比例': '大于1', '边界特征': '毛刺'}
2026-04-09 22:41:18,477 | Qustionaire | user_id=Wenjin Gao | request_id=1eecf736-026f-4018-9a66-def2707dea93 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面2的时间: 41943
2026-04-09 22:41:18,490 | Qustionaire | user_id=Wenjin Gao | request_id=7e18d75f-1f85-4eb5-b137-28f599a5f0e3 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面2的时间: 41943
2026-04-09 22:41:18,698 | Qustionaire | user_id=Wenjin Gao | request_id=c2199cd7-8e81-4455-9666-c8dd20d03baf | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面3的数据
2026-04-09 22:41:18,700 | Qustionaire | user_id=Wenjin Gao | request_id=c2199cd7-8e81-4455-9666-c8dd20d03baf | [INFO] | [main.py- 158] | 页面3的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [1, 2, 3, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 0, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:41:32,355 | Qustionaire | user_id=Wenjin Gao | request_id=79d2e8f9-0802-40cc-b9ba-18cf0308da7a | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面3的数据: {'回声强度': '高回声', '形状规则': '圆形', '纵横比例': '等比例', '边界特征': '微分叶', 'diagnosis_result': '4b', 'confidence': '中等信心', 'assistant': '基本准确'}
2026-04-09 22:41:32,378 | Qustionaire | user_id=Wenjin Gao | request_id=473e5c8c-72e8-401a-9be6-af3d06ae1ffb | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面3的时间: 13574
2026-04-09 22:41:32,394 | Qustionaire | user_id=Wenjin Gao | request_id=ffc1efe5-6e13-4fe6-a697-7f7d6c8f4514 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面3的时间: 13574
2026-04-09 22:41:32,581 | Qustionaire | user_id=Wenjin Gao | request_id=dd1ff57d-adbc-4f31-a49d-bb69ab24070e | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面4的数据
2026-04-09 22:41:32,582 | Qustionaire | user_id=Wenjin Gao | request_id=dd1ff57d-adbc-4f31-a49d-bb69ab24070e | [INFO] | [main.py- 158] | 页面4的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [1, 2, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 0, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:41:45,903 | Qustionaire | user_id=Wenjin Gao | request_id=c7ed9713-dbf9-44f5-bfbe-0cdf1cf7b6ad | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面4的时间: 7106
2026-04-09 22:41:45,924 | Qustionaire | user_id=Wenjin Gao | request_id=a6e853bc-e483-4b1b-b665-a4b597e2998b | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面4的时间: 7107
2026-04-09 22:41:46,074 | Qustionaire | user_id=Wenjin Gao | request_id=178cd562-03cf-4c4b-ac9f-052dfbd1b5c7 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面6的数据
2026-04-09 22:41:46,076 | Qustionaire | user_id=Wenjin Gao | request_id=178cd562-03cf-4c4b-ac9f-052dfbd1b5c7 | [INFO] | [main.py- 158] | 页面6的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [1, 2, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 0, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:41:49,078 | Qustionaire | user_id=Wenjin Gao | request_id=177316ac-d5c7-40be-86a8-c443c68678dc | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面6的数据: {}
2026-04-09 22:43:42,496 | Qustionaire | user_id=Wenjin Gao | request_id=0a65cfc3-464f-4185-9a78-6a9448ad79d7 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面6的时间: 15561
2026-04-09 22:43:42,514 | Qustionaire | user_id=Wenjin Gao | request_id=c4c88333-7906-4dd7-b080-685ca6e4970a | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面6的时间: 15561
2026-04-09 22:43:42,918 | Qustionaire | user_id=Wenjin Gao | request_id=c676cd74-fe77-4389-bd86-41886095fd97 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面5的数据
2026-04-09 22:43:42,921 | Qustionaire | user_id=Wenjin Gao | request_id=c676cd74-fe77-4389-bd86-41886095fd97 | [INFO] | [main.py- 158] | 页面5的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [1, 2, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 0, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:43:45,045 | Qustionaire | user_id=Wenjin Gao | request_id=97b15325-0cff-41c2-a882-d39ad54f4379 | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面5的数据: {}
2026-04-09 22:43:45,066 | Qustionaire | user_id=Wenjin Gao | request_id=188cf3fc-7134-413e-be82-784d00d00e51 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面5的时间: 4499
2026-04-09 22:43:45,081 | Qustionaire | user_id=Wenjin Gao | request_id=13f0ff06-f48f-4722-b928-dfb430541e73 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面5的时间: 4499
2026-04-09 22:43:45,220 | Qustionaire | user_id=Wenjin Gao | request_id=0b14c2c4-9cac-461e-a4bc-754eb4d22fc5 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面6的数据
2026-04-09 22:43:45,222 | Qustionaire | user_id=Wenjin Gao | request_id=0b14c2c4-9cac-461e-a4bc-754eb4d22fc5 | [INFO] | [main.py- 158] | 页面6的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [1, 2, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 15561, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:43:57,743 | Qustionaire | user_id=Wenjin Gao | request_id=59eb1143-f8bf-4185-9748-d5037a4a308b | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面6的数据: {}
2026-04-09 22:44:25,526 | Qustionaire | user_id=Wenjin Gao | request_id=373152b9-4a79-4d36-8910-d03bab456bbc | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面6的时间: 53955
2026-04-09 22:44:25,544 | Qustionaire | user_id=Wenjin Gao | request_id=5ae434d9-5c9e-4dca-bb22-828d3cb6fb36 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面6的时间: 53955
2026-04-09 22:44:26,076 | Qustionaire | user_id=Wenjin Gao | request_id=fe2d2d8a-98c5-4251-b759-388f72ca8b08 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面1的数据
2026-04-09 22:44:26,078 | Qustionaire | user_id=Wenjin Gao | request_id=fe2d2d8a-98c5-4251-b759-388f72ca8b08 | [INFO] | [main.py- 158] | 页面1的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [1, 2, 4, 5], 'selected': {'回声强度': '无回声', '形状规则': '椭圆形', '纵横比例': '小于1', '边界特征': '清晰', 'with_ai': False, 'confidence': '低信心', 'during_time': 82423, 'diagnosis_result': '0级'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:44:28,772 | Qustionaire | user_id=Wenjin Gao | request_id=9e2198ce-7987-4c82-b8a3-783b7bc76292 | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面1的数据: {'回声强度': '无回声', '形状规则': '椭圆形', '纵横比例': '小于1', '边界特征': '清晰', 'diagnosis_result': '0级', 'confidence': '低信心'}
2026-04-09 22:44:28,788 | Qustionaire | user_id=Wenjin Gao | request_id=9c5aa4c9-6497-4493-bc3c-b68cb0f07978 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面1的时间: 87250
2026-04-09 22:44:28,804 | Qustionaire | user_id=Wenjin Gao | request_id=a5fa5d3e-a58a-4ba2-8c75-703cc50fb480 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面1的时间: 87251
2026-04-09 22:44:29,292 | Qustionaire | user_id=Wenjin Gao | request_id=14afcd8c-f5fe-4d78-b6dc-edf446d5ff83 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面2的数据
2026-04-09 22:44:29,293 | Qustionaire | user_id=Wenjin Gao | request_id=14afcd8c-f5fe-4d78-b6dc-edf446d5ff83 | [INFO] | [main.py- 158] | 页面2的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [2, 4, 5], 'selected': {'回声强度': '不均匀回声', '形状规则': '不规则形', '纵横比例': '大于1', '边界特征': '毛刺', 'with_ai': False, 'confidence': '', 'during_time': 41943, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:44:33,966 | Qustionaire | user_id=Wenjin Gao | request_id=4143ac7a-1ad0-4565-94d4-14a730a8e9e9 | [INFO] | [main.py- 171] | 更新用户Wenjin Gao页面2的数据: {'回声强度': '不均匀回声', '形状规则': '不规则形', '纵横比例': '大于1', '边界特征': '毛刺'}
2026-04-09 22:44:33,990 | Qustionaire | user_id=Wenjin Gao | request_id=c0b0a00c-ff04-4c66-b0af-102a35eb741e | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面2的时间: 46268
2026-04-09 22:44:34,006 | Qustionaire | user_id=Wenjin Gao | request_id=b66b9716-ba16-4d50-8b5e-c5c29c85f7ac | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面2的时间: 46268
2026-04-09 22:44:34,447 | Qustionaire | user_id=Wenjin Gao | request_id=c469d70c-6054-4562-85c3-e225e8710569 | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面3的数据
2026-04-09 22:44:34,448 | Qustionaire | user_id=Wenjin Gao | request_id=c469d70c-6054-4562-85c3-e225e8710569 | [INFO] | [main.py- 158] | 页面3的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [2, 4, 5], 'selected': {'回声强度': '高回声', '形状规则': '圆形', '纵横比例': '等比例', '边界特征': '微分叶', 'with_ai': True, 'confidence': '中等信心', 'during_time': 13574, 'diagnosis_result': '4b', 'assistant': '基本准确'}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:44:55,510 | Qustionaire | user_id=Wenjin Gao | request_id=9f209d42-8186-4d13-a289-b58f637f9df6 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面3的时间: 22796
2026-04-09 22:44:55,537 | Qustionaire | user_id=Wenjin Gao | request_id=5fc2c07e-2a5f-462f-9638-3a5abd70052d | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面3的时间: 22797
2026-04-09 22:44:56,101 | Qustionaire | user_id=Wenjin Gao | request_id=0ca12bca-df59-4834-965a-76dba8f639dd | [INFO] | [main.py- 156] | 请求用户Wenjin Gao页面4的数据
2026-04-09 22:44:56,102 | Qustionaire | user_id=Wenjin Gao | request_id=0ca12bca-df59-4834-965a-76dba8f639dd | [INFO] | [main.py- 158] | 页面4的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'non_finished_cases': [2, 4, 5], 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 7107, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 22:45:01,471 | Qustionaire | user_id=Wenjin Gao | request_id=fbf91e26-738b-4769-bf39-b5ad22816b54 | [INFO] | [main.py- 182] | 更新用户Wenjin Gao页面4的时间: 12143
